country,measure,description,date_start,date_end
Lithuania,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2020-12-10,2020-12-15
Lithuania,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2021-04-27,2021-06-30
Lithuania,GymsSportsCentres,Closure of gyms/sports centres,2020-11-07,2021-05-02
Lithuania,GymsSportsCentresPartial,Closure of gyms/sports centres - partially relaxed measure,2020-03-16,2020-06-16
Lithuania,GymsSportsCentresPartial,Closure of gyms/sports centres - partially relaxed measure,2021-05-03,2021-06-30
Lithuania,GymsSportsCentresPartial,Closure of gyms/sports centres - partially relaxed measure,2021-09-13,2022-03-17
Lithuania,HotelsOtherAccommodationPartial,,2020-11-07,2021-05-31
Lithuania,IndoorOver100,Interventions are in place to limit indoor mass/public gatherings of over 100 participants,2020-06-17,2020-08-15
Lithuania,IndoorOver100,Interventions are in place to limit indoor mass/public gatherings of over 100 participants,2020-09-01,2020-11-06
Lithuania,IndoorOver100,Interventions are in place to limit indoor mass/public gatherings of over 100 participants,2021-05-10,2021-06-30
Lithuania,IndoorOver1000,Interventions are in place to limit indoor mass/public gatherings of over 1000 participants,2021-09-13,2022-03-17
Lithuania,IndoorOver50,Interventions are in place to limit indoor mass/public gatherings of over 50 participants,2020-06-01,2020-06-16
Lithuania,IndoorOver500,Interventions are in place to limit indoor mass/public gatherings of over 500 participants,2020-08-16,2020-08-31
Lithuania,MasksMandatoryAllSpaces,Protective mask use in all public spaces on mandatory basis (enforced by law),2020-04-10,2020-04-29
Lithuania,MasksMandatoryAllSpaces,Protective mask use in all public spaces on mandatory basis (enforced by law),2020-11-07,2021-02-24
Lithuania,MasksMandatoryAllSpacesPartial,Protective mask use in all public spaces on mandatory basis (enforced by law) - partially relaxed measure,2020-04-30,2020-06-15
Lithuania,MasksMandatoryAllSpacesPartial,Protective mask use in all public spaces on mandatory basis (enforced by law) - partially relaxed measure,2020-08-21,2020-11-06
Lithuania,MasksMandatoryAllSpacesPartial,Protective mask use in all public spaces on mandatory basis (enforced by law) - partially relaxed measure,2021-02-25,2021-06-30
Lithuania,MasksMandatoryClosedSpaces,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law),2021-07-01,2022-04-03
Lithuania,MasksMandatoryClosedSpacesPartial,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law) - partially relaxed measure,2020-08-01,2020-08-20
Lithuania,MasksMandatoryClosedSpacesPartial,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law) - partially relaxed measure,2022-04-04,2022-04-28
Lithuania,MasksVoluntaryAllSpaces,Protective mask use in all public spaces on voluntary basis (general recommendation not enforced),2020-03-23,2020-04-09
Lithuania,MasksVoluntaryAllSpaces,Protective mask use in all public spaces on voluntary basis (general recommendation not enforced),2020-06-16,2020-07-31
Lithuania,MasksVoluntaryClosedSpaces,Protective mask use in closed public spaces/transport on voluntary basis (general recommendation not enforced),2022-04-04,
Lithuania,MassGather50,,2020-03-12,2020-06-16
Lithuania,MassGather50,,2020-11-07,2021-04-18
Lithuania,MassGather50Partial,,2021-04-19,2021-05-09
Lithuania,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2020-03-12,2020-08-31
Lithuania,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2020-10-30,2021-04-18
Lithuania,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2021-06-02,2021-06-30
Lithuania,MassGatherAllPartial,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included) - partially relaxed measure,2020-09-01,2020-10-29
Lithuania,MassGatherAllPartial,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included) - partially relaxed measure,2021-04-19,2021-06-01
Lithuania,MassGatherAllPartial,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included) - partially relaxed measure,2021-09-13,2022-03-17
Lithuania,NonEssentialShops,Closures of non-essential shops,2020-03-16,2020-04-22
Lithuania,NonEssentialShops,Closures of non-essential shops,2020-12-16,2021-02-14
Lithuania,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2020-04-23,2020-12-15
Lithuania,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2021-02-15,2021-06-30
Lithuania,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2021-09-13,2022-03-17
Lithuania,OutdoorOver100,Interventions are in place to limit outdoor mass/public gatherings of over 100 participants,2020-06-01,2020-06-16
Lithuania,OutdoorOver100,Interventions are in place to limit outdoor mass/public gatherings of over 100 participants,2020-09-01,2020-11-06
Lithuania,OutdoorOver100,Interventions are in place to limit outdoor mass/public gatherings of over 100 participants,2021-05-10,2021-06-01
Lithuania,OutdoorOver1000,Interventions are in place to limit outdoor mass/public gatherings of over 1000 participants,2020-07-01,2020-08-31
Lithuania,OutdoorOver1000,Interventions are in place to limit outdoor mass/public gatherings of over 1000 participants,2021-09-13,2022-03-17
Lithuania,OutdoorOver500,Interventions are in place to limit outdoor mass/public gatherings of over 500 participants,2020-06-17,2020-06-30
Lithuania,PlaceOfWorship,Closure of places of worship,2020-03-16,2020-04-26
Lithuania,PlaceOfWorshipPartial,Closure of places of worship - partially relaxed measure,2020-04-27,2020-06-16
Lithuania,PlaceOfWorshipPartial,Closure of places of worship - partially relaxed measure,2020-11-07,2021-06-30
Lithuania,PrivateGatheringRestrictions,Restrictions on private gatherings,2020-11-07,2020-12-16
Lithuania,PrivateGatheringRestrictionsPartial,Restrictions on private gatherings - partially relaxed measure,2020-03-19,2020-06-08
Lithuania,PrivateGatheringRestrictionsPartial,Restrictions on private gatherings - partially relaxed measure,2021-05-24,2021-06-30
Lithuania,QuarantineForInternationalTravellers,,2020-03-17,2021-06-13
Lithuania,QuarantineForInternationalTravellersPartial,,2020-02-24,2020-03-16
Lithuania,QuarantineForInternationalTravellersPartial,,2021-06-14,2022-02-13
Lithuania,RestaurantsCafes,Closure of restaurants and cafes/bars,2020-03-16,2020-04-22
Lithuania,RestaurantsCafes,Closure of restaurants and cafes/bars,2020-11-07,2021-04-21
Lithuania,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2020-04-23,2020-11-06
Lithuania,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2021-04-22,2022-03-17
Lithuania,SocialCircle,Social circle/bubble to limit social contacts e.g. to limited number of households,2020-12-16,2021-04-30
Lithuania,StayHomeGen,Stay-at-home recommendations for the general population (which are voluntary or not enforced),2020-03-16,2020-06-16
Lithuania,StayHomeGen,Stay-at-home recommendations for the general population (which are voluntary or not enforced),2020-11-07,2020-12-15
Lithuania,StayHomeOrder,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown'),2020-12-16,2021-03-31
Lithuania,Teleworking,Teleworking recommendation,2020-03-10,2020-11-06
Lithuania,Teleworking,Teleworking recommendation,2021-07-01,2022-04-30
Lithuania,TeleworkingPartial,Teleworking recommendation or workplace closures - partially relaxed measure,2020-11-07,2021-06-30
Luxembourg,AdaptationOfWorkplace,Adaptation of workplaces (e.g. to reduce risk of transmission),2022-01-15,2022-03-10
Luxembourg,BanOnAllEvents,Interventions are in place to limit all indoor/outdoor mass/public gatherings,2020-03-15,2020-06-24
Luxembourg,ClosDaycare,Closure of educational institutions: daycare or nursery.,2020-03-16,2020-05-24
Luxembourg,ClosDaycare,Closure of educational institutions: daycare or nursery.,2020-12-28,2021-01-10
Luxembourg,ClosHigh,Closure of educational institutions: higher education.,2020-03-16,2020-05-24
Luxembourg,ClosHigh,Closure of educational institutions: higher education.,2020-12-28,2021-01-10
Luxembourg,ClosPrim,Closure of educational institutions: primary schools.,2020-03-16,2020-05-24
Luxembourg,ClosPrim,Closure of educational institutions: primary schools.,2021-01-04,2021-01-08
Luxembourg,ClosPubAny,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers, etc).",2020-03-15,2020-03-15
Luxembourg,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2020-03-16,2022-03-10
Luxembourg,ClosSec,Closure of educational institutions: secondary schools.,2020-03-16,2020-05-10
Luxembourg,ClosSec,Closure of educational institutions: secondary schools.,2021-01-04,2021-01-08
Luxembourg,ClosureOfPublicTransportPartial,Closure of public transport - partially relaxed measure,2020-03-16,2020-06-08
Luxembourg,ClosureOfPublicTransportPartial,Closure of public transport - partially relaxed measure,2021-05-31,2022-03-10
Luxembourg,EntertainmentVenues,Closure of entertainment venues,2020-03-16,2020-05-10
Luxembourg,EntertainmentVenues,Closure of entertainment venues,2020-11-26,2021-01-15
Luxembourg,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2020-05-11,2020-11-25
Luxembourg,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2021-07-16,2022-03-10
Luxembourg,GymsSportsCentres,Closure of gyms/sports centres,2020-03-16,2020-05-29
Luxembourg,GymsSportsCentres,Closure of gyms/sports centres,2020-11-26,2021-01-10
Luxembourg,GymsSportsCentresPartial,Closure of gyms/sports centres - partially relaxed measure,2021-01-11,2022-03-10
Luxembourg,IndoorOver100,Interventions are in place to limit indoor mass/public gatherings of over 100 participants,2020-09-22,2021-05-15
Luxembourg,IndoorOver1000,Interventions are in place to limit indoor mass/public gatherings of over 1000 participants,2020-03-09,2020-03-14
Luxembourg,IndoorOver50,Interventions are in place to limit indoor mass/public gatherings of over 50 participants,2020-06-25,2020-09-21
Luxembourg,IndoorOver500,Interventions are in place to limit indoor mass/public gatherings of over 500 participants,2021-05-16,2021-06-21
Luxembourg,MasksMandatoryAllSpacesPartial,Protective mask use in all public spaces on mandatory basis (enforced by law) - partially relaxed measure,2020-03-18,2022-03-10
Luxembourg,MasksMandatoryClosedSpacesPartial,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law) - partially relaxed measure,2022-03-11,2022-06-13
Luxembourg,MassGather50,,2020-03-15,2020-05-10
Luxembourg,MassGather50Partial,,2020-05-11,2020-09-21
Luxembourg,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2020-03-09,2020-03-16
Luxembourg,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2020-09-22,2021-06-12
Luxembourg,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2022-01-05,2022-02-11
Luxembourg,MassGatherAllPartial,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included) - partially relaxed measure,2020-03-17,2020-09-21
Luxembourg,MassGatherAllPartial,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included) - partially relaxed measure,2021-06-13,2022-01-04
Luxembourg,NonEssentialShops,Closures of non-essential shops,2020-03-15,2020-04-19
Luxembourg,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2020-04-20,2020-05-10
Luxembourg,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2020-10-29,2021-04-06
Luxembourg,OutdoorOver100,Interventions are in place to limit outdoor mass/public gatherings of over 100 participants,2020-09-22,2021-06-12
Luxembourg,OutdoorOver1000,Interventions are in place to limit outdoor mass/public gatherings of over 1000 participants,2021-06-13,2022-01-04
