sex,age,cause,country,2016,2017,2018,2019,2020,2021,2022,2023,percentage_2016,percentage_2017,percentage_2018,percentage_2019,percentage_2020,percentage_2021,percentage_2022,percentage_2023
Males,Total,COVID-19,Belgium,0.0,0.0,0.0,0.0,10842.0,5753.0,3530.0,0.0,0.0,0.0,0.0,0.0,8.547844117345612,5.133123951604269,3.035932366651186,
Total,Total,COVID-19,Belgium,0.0,0.0,0.0,0.0,22199.0,10194.0,6609.0,0.0,0.0,0.0,0.0,0.0,17.501714772270358,9.095613690709875,5.683987821869033,
Females,65 years or over,Drug dependence,Belgium,2.0,0.0,1.0,2.0,4.0,4.0,2.0,,0.0018500189626943677,0.0,0.0009041591320072334,0.0018383535705422224,0.0031536041753719283,0.003569006745422749,0.001720074995269794,
Males,65 years or over,Drug dependence,Belgium,2.0,4.0,2.0,4.0,5.0,5.0,9.0,,0.0018500189626943677,0.0036923190532893945,0.0018083182640144667,0.003676707141084445,0.00394200521921491,0.004461258431778436,0.007740337478714073,
Total,65 years or over,Drug dependence,Belgium,4.0,4.0,3.0,6.0,9.0,9.0,11.0,,0.0037000379253887355,0.0036923190532893945,0.0027124773960217,0.005515060711626667,0.007095609394586838,0.008030265177201186,0.009460412473983866,
Females,From 15 to 29 years,Drug dependence,Belgium,1.0,0.0,0.0,1.0,0.0,3.0,0.0,,0.0009250094813471839,0.0,0.0,0.0009191767852711112,0.0,0.002676755059067062,0.0,
Males,From 15 to 29 years,Drug dependence,Belgium,4.0,0.0,3.0,1.0,2.0,3.0,6.0,,0.0037000379253887355,0.0,0.0027124773960217,0.0009191767852711112,0.0015768020876859642,0.002676755059067062,0.005160224985809382,
Total,From 15 to 29 years,Drug dependence,Belgium,5.0,0.0,3.0,2.0,2.0,6.0,6.0,,0.0046250474067359194,0.0,0.0027124773960217,0.0018383535705422224,0.0015768020876859642,0.005353510118134124,0.005160224985809382,
Females,From 30 to 44 years,Drug dependence,Belgium,,,0.0,1.0,2.0,5.0,4.0,,,,0.0,0.0009191767852711112,0.0015768020876859642,0.004461258431778436,0.003440149990539588,
Males,From 30 to 44 years,Drug dependence,Belgium,,,0.0,11.0,10.0,16.0,11.0,,,,0.0,0.010110944637982223,0.00788401043842982,0.014276026981690997,0.009460412473983866,
Total,From 30 to 44 years,Drug dependence,Belgium,,,0.0,12.0,12.0,21.0,15.0,,,,0.0,0.011030121423253334,0.009460812526115785,0.01873728541346943,0.012900562464523454,
Females,From 45 to 64 years,Drug dependence,Belgium,,,0.0,3.0,2.0,7.0,7.0,,,,0.0,0.0027575303558133334,0.0015768020876859642,0.00624576180448981,0.006020262483444278,
Males,From 45 to 64 years,Drug dependence,Belgium,,,0.0,20.0,21.0,15.0,23.0,,,,0.0,0.018383535705422224,0.01655642192070262,0.013383775295335309,0.019780862445602627,
Total,From 45 to 64 years,Drug dependence,Belgium,,,0.0,23.0,23.0,22.0,30.0,,,,0.0,0.02114106606123556,0.01813322400838859,0.01962953709982512,0.025801124929046907,
Females,Less than 15 years,Drug dependence,Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,Less than 15 years,Drug dependence,Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,Less than 15 years,Drug dependence,Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Total,Drug dependence,Belgium,9.0,7.0,4.0,7.0,8.0,19.0,13.0,,0.008325085332124654,0.006461558343256441,0.0036166365280289334,0.006434237496897779,0.006307208350743857,0.016952782040758056,0.01118048746925366,
Males,Total,Drug dependence,Belgium,47.0,32.0,16.0,36.0,38.0,39.0,49.0,,0.043475445623317635,0.029538552426315156,0.014466546112115734,0.03309036426976,0.029959239666033317,0.0347978157678718,0.04214183738410995,
Total,Total,Drug dependence,Belgium,56.0,39.0,20.0,43.0,46.0,58.0,62.0,,0.0518005309554423,0.036000110769571596,0.018083182640144666,0.03952460176665778,0.03626644801677718,0.05175059780862986,0.053322324853363606,
Females,65 years or over,Intentional self-harm,Belgium,150.0,138.0,137.0,126.0,136.0,134.0,160.0,,0.13875142220207756,0.12738500733848412,0.12386980108499096,0.11581627494416001,0.10722254196264555,0.11956172597166208,0.1376059996215835,
Males,65 years or over,Intentional self-harm,Belgium,336.0,280.0,332.0,308.0,343.0,350.0,322.0,,0.31080318573265375,0.2584623337302576,0.30018083182640143,0.28310644986350225,0.27042155803814283,0.31228809022449056,0.2769320742384368,
Total,65 years or over,Intentional self-harm,Belgium,486.0,418.0,469.0,434.0,479.0,484.0,482.0,,0.4495546079347313,0.38584734106874174,0.42405063291139244,0.3989227248076622,0.3776441000007884,0.43184981619615265,0.41453807386002034,
Females,From 15 to 29 years,Intentional self-harm,Belgium,48.0,41.0,52.0,52.0,44.0,53.0,57.0,,0.044400455104664824,0.037846270296216296,0.04701627486437613,0.04779719283409778,0.03468964592909121,0.047289339376851425,0.04902213736518912,
Males,From 15 to 29 years,Intentional self-harm,Belgium,171.0,166.0,145.0,156.0,134.0,148.0,115.0,,0.15817662131036844,0.1532312407115099,0.13110307414104883,0.14339157850229334,0.10564573987495958,0.1320532495806417,0.09890431222801313,
Total,From 15 to 29 years,Intentional self-harm,Belgium,219.0,207.0,197.0,208.0,178.0,201.0,172.0,,0.20257707641503325,0.1910775110077262,0.17811934900542495,0.19118877133639112,0.1403353858040508,0.17934258895749314,0.14792644959320225,
Females,From 30 to 44 years,Intentional self-harm,Belgium,,,0.0,72.0,85.0,83.0,87.0,,,,0.0,0.06618072853952,0.06701408872665347,0.07405688996752205,0.07482326229423603,
Males,From 30 to 44 years,Intentional self-harm,Belgium,,,0.0,286.0,309.0,268.0,318.0,,,,0.0,0.2628845605875378,0.24361592254748143,0.23912345194332416,0.2734919242478972,
Total,From 30 to 44 years,Intentional self-harm,Belgium,,,0.0,358.0,394.0,351.0,405.0,,,,0.0,0.3290652891270578,0.3106300112741349,0.3131803419108462,0.3483151865421333,
Females,From 45 to 64 years,Intentional self-harm,Belgium,,,0.0,219.0,207.0,197.0,246.0,,,,0.0,0.20129971597437332,0.16319901607549728,0.17577358221207037,0.21156922441818463,
Males,From 45 to 64 years,Intentional self-harm,Belgium,,,0.0,538.0,497.0,432.0,480.0,,,,0.0,0.49451711047585784,0.3918353187899621,0.38545272850565687,0.4128179988647505,
Total,From 45 to 64 years,Intentional self-harm,Belgium,,,0.0,757.0,704.0,629.0,726.0,,,,0.0,0.6958168264502311,0.5550343348654594,0.5612263107177272,0.6243872232829352,
Females,Less than 15 years,Intentional self-harm,Belgium,2.0,2.0,0.0,1.0,7.0,3.0,7.0,,0.0018500189626943677,0.0018461595266446972,0.0,0.0009191767852711112,0.005518807306900874,0.002676755059067062,0.006020262483444278,
Males,Less than 15 years,Intentional self-harm,Belgium,3.0,4.0,2.0,2.0,4.0,4.0,3.0,,0.0027750284440415515,0.0036923190532893945,0.0018083182640144667,0.0018383535705422224,0.0031536041753719283,0.003569006745422749,0.002580112492904691,
Total,Less than 15 years,Intentional self-harm,Belgium,5.0,6.0,2.0,3.0,11.0,7.0,10.0,,0.0046250474067359194,0.005538478579934092,0.0018083182640144667,0.0027575303558133334,0.008672411482272803,0.00624576180448981,0.00860037497634897,
Females,Total,Intentional self-harm,Belgium,553.0,490.0,514.0,470.0,479.0,470.0,558.0,,0.5115302431849927,0.4523090840279509,0.46473779385171793,0.43201308907742225,0.3776441000007884,0.41935829258717294,0.4799009236802725,
Males,Total,Intentional self-harm,Belgium,1393.0,1235.0,1308.0,1291.0,1288.0,1203.0,1238.0,,1.288538207516627,1.1400035077031005,1.182640144665461,1.1866572297850047,1.0154605444697609,1.0733787786858917,1.0647264220720023,
Total,Total,Intentional self-harm,Belgium,1946.0,1725.0,1822.0,1761.0,1767.0,1674.0,1796.0,,1.8000684507016196,1.5923125917310514,1.6473779385171792,1.618670318862427,1.3931046444705493,1.4936293229594204,1.5446273457522748,
Females,65 years or over,Mental and behavioural disorders,Belgium,3368.0,3585.0,3562.0,3730.0,3606.0,3030.0,3531.0,0.0,3.115431933177315,3.3092409515106196,3.2206148282097646,3.428529409061245,2.842974164097793,2.7035226096577323,3.036792404148821,
Males,65 years or over,Mental and behavioural disorders,Belgium,1796.0,1925.0,1938.0,2009.0,1796.0,1698.0,1811.0,0.0,1.661317028499542,1.7769285443955212,1.7522603978300182,1.8466261616096622,1.4159682747419957,1.515043363431957,1.5575279082167983,
Total,65 years or over,Mental and behavioural disorders,Belgium,5164.0,5510.0,5500.0,5739.0,5402.0,4728.0,5342.0,0.0,4.776748961676857,5.086169495906141,4.972875226039783,5.275155570670907,4.258942438839789,4.21856597308969,4.594320312365619,
Females,From 15 to 29 years,Mental and behavioural disorders,Belgium,13.0,13.0,18.0,4.0,14.0,11.0,12.0,0.0,0.01202512325751339,0.012000036923190533,0.0162748643761302,0.003676707141084445,0.011037614613801748,0.00981476854991256,0.010320449971618764,
Males,From 15 to 29 years,Mental and behavioural disorders,Belgium,18.0,6.0,6.0,4.0,8.0,7.0,14.0,0.0,0.016650170664249307,0.005538478579934092,0.0054249547920434,0.003676707141084445,0.006307208350743857,0.00624576180448981,0.012040524966888556,
Total,From 15 to 29 years,Mental and behavioural disorders,Belgium,31.0,19.0,24.0,8.0,22.0,18.0,26.0,0.0,0.0286752939217627,0.017538515503124623,0.0216998191681736,0.00735341428216889,0.017344822964545606,0.016060530354402372,0.02236097493850732,
Females,From 30 to 44 years,Mental and behavioural disorders,Belgium,0.0,0.0,0.0,21.0,24.0,27.0,32.0,0.0,0.0,0.0,0.0,0.019302712490693333,0.01892162505223157,0.024090795531603554,0.027521199924316703,
Males,From 30 to 44 years,Mental and behavioural disorders,Belgium,0.0,0.0,0.0,54.0,32.0,61.0,44.0,0.0,0.0,0.0,0.0,0.049635546404640005,0.025228833402975426,0.054427352867696926,0.03784164989593546,
Total,From 30 to 44 years,Mental and behavioural disorders,Belgium,0.0,0.0,0.0,75.0,56.0,88.0,76.0,0.0,0.0,0.0,0.0,0.06893825889533334,0.044150458455206994,0.07851814839930048,0.06536284982025216,
Females,From 45 to 64 years,Mental and behavioural disorders,Belgium,0.0,0.0,0.0,146.0,119.0,129.0,129.0,0.0,0.0,0.0,0.0,0.13419981064958225,0.09381972421731485,0.11510046753988365,0.1109448371949017,
Males,From 45 to 64 years,Mental and behavioural disorders,Belgium,0.0,0.0,0.0,248.0,290.0,283.0,294.0,0.0,0.0,0.0,0.0,0.22795584274723557,0.2286363027144648,0.2525072272386595,0.2528510243046597,
Total,From 45 to 64 years,Mental and behavioural disorders,Belgium,0.0,0.0,0.0,394.0,409.0,412.0,423.0,0.0,0.0,0.0,0.0,0.3621556533968178,0.32245602693177966,0.3676076947785431,0.36379586149956133,
Females,Less than 15 years,Mental and behavioural disorders,Belgium,2.0,2.0,0.0,6.0,2.0,2.0,2.0,0.0,0.0018500189626943677,0.0018461595266446972,0.0,0.005515060711626667,0.0015768020876859642,0.0017845033727113746,0.001720074995269794,
Males,Less than 15 years,Mental and behavioural disorders,Belgium,4.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0037000379253887355,0.0,0.0,0.0018383535705422224,0.0015768020876859642,0.0017845033727113746,0.0,
Total,Less than 15 years,Mental and behavioural disorders,Belgium,6.0,2.0,0.0,8.0,4.0,4.0,2.0,0.0,0.005550056888083103,0.0018461595266446972,0.0,0.00735341428216889,0.0031536041753719283,0.003569006745422749,0.001720074995269794,
Females,Total,Mental and behavioural disorders,Belgium,3560.0,3796.0,3725.0,3907.0,3765.0,3199.0,3706.0,0.0,3.2930337535959744,3.5040107815716355,3.367992766726944,3.5912237000542317,2.968329930068827,2.8543131446518433,3.187298966234928,
Males,Total,Mental and behavioural disorders,Belgium,2176.0,2264.0,2267.0,2317.0,2128.0,2051.0,2163.0,0.0,2.012820631411472,2.0898525841617976,2.0497287522603975,2.1297326114731647,1.6777174212978658,1.8300082087155147,1.8602611073842819,
Total,Total,Mental and behavioural disorders,Belgium,5736.0,6060.0,5992.0,6224.0,5893.0,5250.0,5869.0,0.0,5.305854385007446,5.593863365733433,5.417721518987341,5.720956311527396,4.646047351366693,4.684321353367358,5.047560073619209,
Females,65 years or over,Total,Belgium,48301.0,49173.0,50172.0,49422.0,58430.0,49430.0,53374.0,,44.678882958550325,45.39060120184985,45.36347197106691,45.42755508166886,46.066272991745436,44.10400085656162,45.90364139876499,
Males,65 years or over,Total,Belgium,42131.0,42617.0,43515.0,42978.0,51251.0,46008.0,46601.0,,38.9715744586382,39.33889027350854,39.344484629294755,39.504379877381815,40.406341897996676,41.05071558585246,40.07860742728383,
Total,65 years or over,Total,Belgium,90432.0,91790.0,93688.0,92400.0,109681.0,95438.0,99975.0,,83.65045741718853,84.72949147535839,84.70886075949367,84.93193495905066,86.47261488974212,85.15471644241408,85.98224882604882,
Females,From 15 to 29 years,Total,Belgium,232.0,208.0,201.0,200.0,181.0,197.0,195.0,,0.21460219967254665,0.19200059077104853,0.18173598553345388,0.18383535705422224,0.14270058893557974,0.17577358221207037,0.1677073120388049,
Males,From 15 to 29 years,Total,Belgium,558.0,500.0,477.0,504.0,462.0,495.0,486.0,,0.5161552905917286,0.4615398816611743,0.4312839059674503,0.46326509977664004,0.3642412822554577,0.4416645847460651,0.4179782238505599,
Total,From 15 to 29 years,Total,Belgium,790.0,708.0,678.0,704.0,643.0,692.0,681.0,,0.7307574902642752,0.6535404724322229,0.6130198915009042,0.6471004568308623,0.5069418711910374,0.6174381669581355,0.5856855358893648,
Females,From 30 to 44 years,Total,Belgium,,,0.0,628.0,675.0,704.0,654.0,,,,0.0,0.5772430211502578,0.5321707045940128,0.6281451871944038,0.5624645234532225,
Males,From 30 to 44 years,Total,Belgium,,,0.0,1253.0,1264.0,1313.0,1323.0,,,,0.0,1.1517285119447025,0.9965389194175294,1.1715264641850174,1.1378296093709686,
Total,From 30 to 44 years,Total,Belgium,,,0.0,1881.0,1939.0,2017.0,1977.0,,,,0.0,1.7289715330949602,1.5287096240115423,1.799671651379421,1.700294132824191,
Females,From 45 to 64 years,Total,Belgium,,,0.0,5055.0,5163.0,4936.0,5028.0,,,,0.0,4.646438649545467,4.070514589361316,4.404154323851673,4.324268538108261,
Males,From 45 to 64 years,Total,Belgium,,,0.0,8153.0,8854.0,8459.0,8085.0,,,,0.0,7.49404833031537,6.980502842185763,7.547557014882758,6.953403168378141,
Total,From 45 to 64 years,Total,Belgium,,,0.0,13208.0,14017.0,13395.0,13113.0,,,,0.0,12.140486979860837,11.051017431547079,11.95171133873443,11.277671706486403,
Females,Less than 15 years,Total,Belgium,225.0,260.0,273.0,258.0,266.0,227.0,241.0,,0.20812713330311633,0.24000073846381065,0.2468354430379747,0.2371476105999467,0.20971467766223323,0.202541132802741,0.20726903693001017,
Males,Less than 15 years,Total,Belgium,351.0,355.0,355.0,338.0,286.0,305.0,284.0,,0.3246783279528615,0.3276933159794338,0.3209764918625678,0.3106817534216356,0.22548269853909286,0.2721367643384846,0.24425064932831073,
Total,Less than 15 years,Total,Belgium,576.0,615.0,628.0,596.0,552.0,532.0,525.0,,0.5328054612559778,0.5676940544432445,0.5678119349005425,0.5478293640215822,0.4351973762013261,0.47467789714122566,0.4515196862583209,
Females,Total,Total,Belgium,54778.0,55373.0,56583.0,55564.0,64716.0,55494.0,59494.0,,50.67016936923604,51.11369573444841,51.16003616636529,51.073138896804025,51.022161953342426,49.514615082622505,51.16707088429055,
Males,Total,Total,Belgium,53327.0,52960.0,54016.0,53229.0,62122.0,56581.0,56780.0,,49.32798061180127,48.88630426555159,48.839059674502714,48.92686110319598,48.97704964561373,50.484492665691135,48.83292911570945,
Total,Total,Total,Belgium,108107.0,108333.0,110600.0,108793.0,126839.0,112076.0,116274.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
Females,65 years or over,Use of alcohol,Belgium,42.0,53.0,46.0,49.0,62.0,44.0,59.0,,0.03885039821658172,0.04892322745608448,0.04159132007233273,0.04503966247828445,0.04888086471826489,0.03925907419965024,0.050742212360458915,
Males,65 years or over,Use of alcohol,Belgium,110.0,137.0,124.0,131.0,118.0,103.0,142.0,,0.10175104294819022,0.12646192757516178,0.11211573236889694,0.12041215887051557,0.09303132317347189,0.09190192369463578,0.12212532466415536,
Total,65 years or over,Use of alcohol,Belgium,152.0,190.0,170.0,180.0,180.0,147.0,201.0,,0.14060144116477194,0.17538515503124624,0.15370705244122965,0.16545182134880002,0.14191218789173676,0.131160997894286,0.17286753702461427,
Females,From 15 to 29 years,Use of alcohol,Belgium,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0009230797633223486,0.0,0.0009191767852711112,0.0,0.0,0.0,
Males,From 15 to 29 years,Use of alcohol,Belgium,0.0,1.0,3.0,1.0,2.0,2.0,2.0,,0.0,0.0009230797633223486,0.0027124773960217,0.0009191767852711112,0.0015768020876859642,0.0017845033727113746,0.001720074995269794,
Total,From 15 to 29 years,Use of alcohol,Belgium,0.0,2.0,3.0,2.0,2.0,2.0,2.0,,0.0,0.0018461595266446972,0.0027124773960217,0.0018383535705422224,0.0015768020876859642,0.0017845033727113746,0.001720074995269794,
Females,From 30 to 44 years,Use of alcohol,Belgium,,,0.0,3.0,6.0,4.0,8.0,,,,0.0,0.0027575303558133334,0.004730406263057893,0.003569006745422749,0.006880299981079176,
Males,From 30 to 44 years,Use of alcohol,Belgium,,,0.0,21.0,14.0,29.0,17.0,,,,0.0,0.019302712490693333,0.011037614613801748,0.02587529890431493,0.014620637459793247,
Total,From 30 to 44 years,Use of alcohol,Belgium,,,0.0,24.0,20.0,33.0,25.0,,,,0.0,0.022060242846506668,0.01576802087685964,0.029444305649737677,0.02150093744087242,
Females,From 45 to 64 years,Use of alcohol,Belgium,,,0.0,40.0,43.0,31.0,36.0,,,,0.0,0.03676707141084445,0.033901244885248226,0.027659802277026302,0.03096134991485629,
Males,From 45 to 64 years,Use of alcohol,Belgium,,,0.0,128.0,176.0,165.0,158.0,,,,0.0,0.11765462851470224,0.13875858371636485,0.1472215282486884,0.13588592462631371,
Total,From 45 to 64 years,Use of alcohol,Belgium,,,0.0,168.0,219.0,196.0,194.0,,,,0.0,0.15442169992554666,0.17265982860161308,0.1748813305257147,0.16684727454117,
Females,Less than 15 years,Use of alcohol,Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,Less than 15 years,Use of alcohol,Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,Less than 15 years,Use of alcohol,Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Total,Use of alcohol,Belgium,99.0,112.0,90.0,93.0,111.0,79.0,103.0,,0.0915759386533712,0.10338493349210305,0.081374321880651,0.08548344103021334,0.08751251586657101,0.07048788322209928,0.08858386225639438,
Males,Total,Use of alcohol,Belgium,295.0,319.0,302.0,281.0,310.0,299.0,319.0,,0.2728777969974192,0.2944624444998292,0.2730560578661845,0.25828867666118227,0.2444043235913244,0.2667832542203505,0.2743519617455321,
Total,Total,Use of alcohol,Belgium,394.0,431.0,392.0,374.0,421.0,378.0,422.0,,0.3644537356507904,0.39784737799193226,0.35443037974683544,0.3437721176913956,0.33191683945789546,0.33727113744244974,0.3629358240019265,
Females,65 years or over,COVID-19,Bulgaria,0.0,0.0,0.0,0.0,2489.0,10499.0,3563.0,0.0,0.0,0.0,0.0,0.0,2.0209483598570963,7.149228831159987,3.054174524258529,
Males,65 years or over,COVID-19,Bulgaria,0.0,0.0,0.0,0.0,3712.0,10903.0,4121.0,0.0,0.0,0.0,0.0,0.0,3.0139655732380644,7.424330121548466,3.532487570718327,
Total,65 years or over,COVID-19,Bulgaria,0.0,0.0,0.0,0.0,6201.0,21402.0,7684.0,0.0,0.0,0.0,0.0,0.0,5.034913933095161,14.573558952708455,6.586662094976855,
Females,From 15 to 29 years,COVID-19,Bulgaria,0.0,0.0,0.0,0.0,10.0,41.0,8.0,0.0,0.0,0.0,0.0,0.0,0.008119519324455992,0.027918695311702022,0.0068575347162695005,
Males,From 15 to 29 years,COVID-19,Bulgaria,0.0,0.0,0.0,0.0,13.0,55.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01055537512179279,0.037451908344966124,0.0068575347162695005,
Total,From 15 to 29 years,COVID-19,Bulgaria,0.0,0.0,0.0,0.0,23.0,96.0,16.0,0.0,0.0,0.0,0.0,0.0,0.018674894446248782,0.06537060365666814,0.013715069432539001,
Females,From 30 to 44 years,COVID-19,Bulgaria,0.0,0.0,0.0,0.0,65.0,215.0,47.0,0.0,0.0,0.0,0.0,0.0,0.052776875608963957,0.14640291443941303,0.04028801645808332,
Males,From 30 to 44 years,COVID-19,Bulgaria,0.0,0.0,0.0,0.0,154.0,440.0,79.0,0.0,0.0,0.0,0.0,0.0,0.12504059759662228,0.299615266759729,0.06771815532316132,
Total,From 30 to 44 years,COVID-19,Bulgaria,0.0,0.0,0.0,0.0,219.0,655.0,126.0,0.0,0.0,0.0,0.0,0.0,0.17781747320558622,0.446018181199142,0.10800617178124464,
Females,From 45 to 64 years,COVID-19,Bulgaria,0.0,0.0,0.0,0.0,712.0,2107.0,406.0,0.0,0.0,0.0,0.0,0.0,0.5781097759012667,1.4347485615062476,0.3480198868506772,
Males,From 45 to 64 years,COVID-19,Bulgaria,0.0,0.0,0.0,0.0,1409.0,3341.0,762.0,0.0,0.0,0.0,0.0,0.0,1.1440402728158492,2.2750331960096695,0.65318018172467,
