age,sex,level,country,2016,2017,2018,2019,2020,2021,2022
Total,Females,Master's or equivalent level,Bosnia and Herzegovina,,,12822.0,13738.0,14093.0,14880.0,14559.0
Total,Females,Master's or equivalent level,Belgium,53105.0,55267.0,55914.0,57634.0,61593.0,65783.0,68830.0
Total,Females,Master's or equivalent level,Bulgaria,47433.0,44740.0,42964.0,42701.0,42330.0,42898.0,44757.0
Total,Females,Master's or equivalent level,Switzerland,33995.0,34965.0,36036.0,37255.0,39257.0,42278.0,44632.0
Total,Females,Master's or equivalent level,Cyprus,9692.0,11650.0,12109.0,13651.0,15201.0,17325.0,18127.0
Total,Females,Master's or equivalent level,Czechia,75180.0,73482.0,66966.0,65401.0,63597.0,64509.0,66840.0
Total,Females,Master's or equivalent level,Germany,539085.0,549037.0,563022.0,576783.0,588235.0,609172.0,621813.0
Total,Females,Master's or equivalent level,Denmark,41951.0,39794.0,39237.0,39045.0,38878.0,39272.0,38946.0
Total,Females,Master's or equivalent level,Estonia,9303.0,9162.0,9074.0,9288.0,9433.0,9597.0,9560.0
Total,Females,Master's or equivalent level,Greece,33235.0,43139.0,46801.0,50618.0,50402.0,58395.0,64304.0
Total,Females,Master's or equivalent level,Spain,191290.0,192619.0,198778.0,202334.0,217038.0,223861.0,236655.0
Total,Females,Master's or equivalent level,European Union,2838983.0,2869232.0,2931178.0,2953764.0,3026133.0,3116725.0,3201026.0
Total,Females,Master's or equivalent level,Finland,36280.0,37768.0,39867.0,41665.0,42952.0,45219.0,47882.0
Total,Females,Master's or equivalent level,France,477867.0,493442.0,528944.0,530209.0,545556.0,528352.0,544168.0
Total,Females,Master's or equivalent level,Croatia,37562.0,39063.0,39733.0,40593.0,40291.0,40749.0,41311.0
Total,Females,Master's or equivalent level,Hungary,43666.0,45104.0,45321.0,45749.0,45065.0,46358.0,48440.0
Total,Females,Master's or equivalent level,Ireland,16519.0,16819.0,18603.0,19384.0,20733.0,23938.0,23800.0
Total,Females,Master's or equivalent level,Iceland,3199.0,3013.0,3060.0,3265.0,3398.0,4101.0,4135.0
Total,Females,Master's or equivalent level,Italy,416213.0,412155.0,420939.0,429547.0,445045.0,474228.0,485217.0
Total,Females,Master's or equivalent level,Liechtenstein,90.0,99.0,90.0,95.0,103.0,122.0,119.0
Total,Females,Master's or equivalent level,Lithuania,18436.0,17483.0,17233.0,17222.0,17145.0,17494.0,17679.0
Total,Females,Master's or equivalent level,Luxembourg,1295.0,1263.0,1323.0,1318.0,1440.0,1499.0,1465.0
Total,Females,Master's or equivalent level,Latvia,11390.0,11302.0,11666.0,11154.0,11182.0,11257.0,10954.0
Total,Females,Master's or equivalent level,Montenegro,662.0,895.0,834.0,832.0,1416.0,2047.0,
Total,Females,Master's or equivalent level,North Macedonia,1677.0,1677.0,1496.0,1459.0,2265.0,2261.0,2342.0
Total,Females,Master's or equivalent level,Malta,1941.0,2349.0,2464.0,2828.0,3184.0,3581.0,3698.0
Total,Females,Master's or equivalent level,Netherlands,87579.0,97529.0,97936.0,99651.0,106455.0,112439.0,115385.0
Total,Females,Master's or equivalent level,Norway,36540.0,38080.0,41522.0,44511.0,48567.0,55669.0,59892.0
Total,Females,Master's or equivalent level,Poland,324938.0,312695.0,304721.0,290098.0,288459.0,288660.0,300828.0
Total,Females,Master's or equivalent level,Portugal,60801.0,61195.0,63211.0,66936.0,68214.0,71566.0,66693.0
Total,Females,Master's or equivalent level,Romania,98220.0,97965.0,100591.0,101134.0,103728.0,108495.0,107645.0
Total,Females,Master's or equivalent level,Serbia,24414.0,27632.0,28979.0,29212.0,29640.0,31952.0,33438.0
Total,Females,Master's or equivalent level,Sweden,77744.0,79553.0,82687.0,79950.0,82119.0,89808.0,91642.0
Total,Females,Master's or equivalent level,Slovenia,14114.0,13940.0,13762.0,13518.0,13327.0,14518.0,14365.0
Total,Females,Master's or equivalent level,Slovakia,39053.0,37401.0,34321.0,33708.0,31358.0,29966.0,29532.0
Total,Females,Master's or equivalent level,Turkey,222324.0,245083.0,244396.0,245257.0,218754.0,254181.0,271386.0
Total,Females,Master's or equivalent level,United Kingdom,247060.0,260472.0,273043.0,295667.0,,,
Total,Females,Master's or equivalent level - academic,Albania,,,,,,,
Total,Females,Master's or equivalent level - academic,Austria,,,,71644.0,73173.0,77786.0,80490.0
Total,Females,Master's or equivalent level - academic,Bosnia and Herzegovina,,,,,,,
Total,Females,Master's or equivalent level - academic,Belgium,53105.0,55267.0,55914.0,57634.0,61593.0,65783.0,68830.0
Total,Females,Master's or equivalent level - academic,Bulgaria,,,,,,,
Total,Females,Master's or equivalent level - academic,Switzerland,33075.0,34012.0,35019.0,36328.0,38007.0,40779.0,43058.0
Total,Females,Master's or equivalent level - academic,Cyprus,,,,,,,
Total,Females,Master's or equivalent level - academic,Czechia,75180.0,73482.0,66966.0,65401.0,63597.0,64509.0,66840.0
Total,Females,Master's or equivalent level - academic,Germany,539085.0,549037.0,563022.0,576783.0,588235.0,609172.0,621803.0
Total,Females,Master's or equivalent level - academic,Denmark,39597.0,37328.0,36844.0,36799.0,36563.0,36974.0,36503.0
Total,Females,Master's or equivalent level - academic,Estonia,,,,,,,
Total,Females,Master's or equivalent level - academic,Greece,31035.0,40185.0,43420.0,47536.0,50402.0,58395.0,64304.0
Total,Females,Master's or equivalent level - academic,Spain,,,,,,,
Total,Females,Master's or equivalent level - academic,Finland,,,,,,,
Total,Females,Master's or equivalent level - academic,France,133256.0,144883.0,173871.0,13109.0,9713.0,9945.0,10176.0
Total,Females,Master's or equivalent level - academic,Croatia,34323.0,35463.0,36209.0,36742.0,36180.0,36923.0,37274.0
Total,Females,Master's or equivalent level - academic,Hungary,,,,,,,
Total,Females,Master's or equivalent level - academic,Ireland,,,,,,,
Total,Females,Master's or equivalent level - academic,Iceland,,,,,,,
Total,Females,Master's or equivalent level - academic,Italy,,,,,,,
Total,Females,Master's or equivalent level - academic,Liechtenstein,90.0,,,95.0,103.0,122.0,119.0
Total,Females,Master's or equivalent level - academic,Lithuania,17061.0,16153.0,15927.0,15930.0,15810.0,16148.0,16305.0
Total,Females,Master's or equivalent level - academic,Luxembourg,500.0,488.0,514.0,554.0,591.0,665.0,655.0
Total,Females,Master's or equivalent level - academic,Latvia,2869.0,2680.0,2534.0,2429.0,2513.0,2760.0,2847.0
Total,Females,Master's or equivalent level - academic,Montenegro,662.0,887.0,825.0,822.0,1390.0,1964.0,
Total,Females,Master's or equivalent level - academic,North Macedonia,1575.0,1575.0,1426.0,1325.0,2095.0,2030.0,2039.0
Total,Females,Master's or equivalent level - academic,Malta,,,,,,2043.0,2014.0
Total,Females,Master's or equivalent level - academic,Netherlands,,,,91535.0,98291.0,101300.0,99387.0
Total,Females,Master's or equivalent level - academic,Norway,36540.0,38080.0,41522.0,44511.0,48567.0,55669.0,59892.0
Total,Females,Master's or equivalent level - academic,Poland,,,,,238530.0,231935.0,233440.0
Total,Females,Master's or equivalent level - academic,Portugal,,,,,,,
Total,Females,Master's or equivalent level - academic,Romania,,,,,,,
Total,Females,Master's or equivalent level - academic,Serbia,24414.0,27632.0,28979.0,28656.0,28282.0,29643.0,30510.0
Total,Females,Master's or equivalent level - academic,Sweden,,,,,,,
Total,Females,Master's or equivalent level - academic,Slovenia,28.0,,,,,,
Total,Females,Master's or equivalent level - academic,Slovakia,,,,,,,
Total,Females,Master's or equivalent level - academic,Turkey,,,,,,,
Total,Females,Master's or equivalent level - academic,United Kingdom,247060.0,260472.0,273043.0,295667.0,,,
Total,Females,Master's or equivalent level - professional,Albania,,,,,,,
Total,Females,Master's or equivalent level - professional,Austria,,,,,,,
Total,Females,Master's or equivalent level - professional,Bosnia and Herzegovina,,,,,,,
Total,Females,Master's or equivalent level - professional,Belgium,,,,,,,
Total,Females,Master's or equivalent level - professional,Bulgaria,,,,,,,
Total,Females,Master's or equivalent level - professional,Switzerland,920.0,953.0,1017.0,927.0,1250.0,1499.0,1574.0
Total,Females,Master's or equivalent level - professional,Cyprus,,,,,,,
Total,Females,Master's or equivalent level - professional,Czechia,,,,,,,
Total,Females,Master's or equivalent level - professional,Germany,,,,,,,10.0
Total,Females,Master's or equivalent level - professional,Denmark,2354.0,2466.0,2393.0,2246.0,2315.0,2298.0,2443.0
Total,Females,Master's or equivalent level - professional,Estonia,,,,,,,
Total,Females,Master's or equivalent level - professional,Greece,2200.0,2954.0,3381.0,3082.0,,,
Total,Females,Master's or equivalent level - professional,Spain,,,,,,,
Total,Females,Master's or equivalent level - professional,Finland,,,,,,,
Total,Females,Master's or equivalent level - professional,France,344611.0,348559.0,355073.0,353154.0,364107.0,333314.0,341345.0
Total,Females,Master's or equivalent level - professional,Croatia,3239.0,3600.0,3524.0,3851.0,4111.0,3826.0,4037.0
Total,Females,Master's or equivalent level - professional,Hungary,,,,,,,
Total,Females,Master's or equivalent level - professional,Ireland,,,,,,,
Total,Females,Master's or equivalent level - professional,Iceland,,,,,,,
Total,Females,Master's or equivalent level - professional,Italy,,,,,,,
Total,Females,Master's or equivalent level - professional,Liechtenstein,,0.0,0.0,0.0,0.0,0.0,0.0
Total,Females,Master's or equivalent level - professional,Lithuania,1375.0,1330.0,1306.0,1292.0,1335.0,1346.0,1374.0
Total,Females,Master's or equivalent level - professional,Luxembourg,795.0,775.0,809.0,764.0,849.0,834.0,810.0
Total,Females,Master's or equivalent level - professional,Latvia,8521.0,8622.0,9132.0,8725.0,8669.0,8497.0,8107.0
Total,Females,Master's or equivalent level - professional,Montenegro,0.0,8.0,9.0,10.0,26.0,83.0,
Total,Females,Master's or equivalent level - professional,North Macedonia,102.0,102.0,70.0,134.0,170.0,231.0,303.0
Total,Females,Master's or equivalent level - professional,Malta,,,,,,1537.0,1684.0
Total,Females,Master's or equivalent level - professional,Netherlands,,,,8116.0,8164.0,11139.0,15998.0
Total,Females,Master's or equivalent level - professional,Norway,,,,,,,
Total,Females,Master's or equivalent level - professional,Poland,,,,,49929.0,56725.0,67388.0
Total,Females,Master's or equivalent level - professional,Portugal,,,,,,,
Total,Females,Master's or equivalent level - professional,Romania,,,,,,,
Total,Females,Master's or equivalent level - professional,Serbia,,,,556.0,1358.0,2309.0,2928.0
Total,Females,Master's or equivalent level - professional,Sweden,,,,,,,
Total,Females,Master's or equivalent level - professional,Slovenia,0.0,,,,,,
Total,Females,Master's or equivalent level - professional,Slovakia,,,,,,,
Total,Females,Master's or equivalent level - professional,Turkey,,,,,,,
Total,Females,Master's or equivalent level - professional,United Kingdom,,,,,,,
Total,Females,Doctoral or equivalent level,Albania,,,,,,1228.0,281.0
Total,Females,Doctoral or equivalent level,Austria,10877.0,10515.0,9286.0,8805.0,8614.0,8898.0,9127.0
Total,Females,Doctoral or equivalent level,Bosnia and Herzegovina,,,374.0,473.0,530.0,602.0,683.0
Total,Females,Doctoral or equivalent level,Belgium,7751.0,7912.0,8055.0,7999.0,8362.0,8798.0,9216.0
Total,Females,Doctoral or equivalent level,Bulgaria,3460.0,3500.0,3433.0,3436.0,3384.0,3455.0,3399.0
Total,Females,Doctoral or equivalent level,Switzerland,11263.0,11500.0,11728.0,11889.0,12363.0,12821.0,13229.0
Total,Females,Doctoral or equivalent level,Cyprus,733.0,793.0,853.0,873.0,925.0,979.0,974.0
Total,Females,Doctoral or equivalent level,Czechia,10570.0,10453.0,10027.0,9605.0,9420.0,9645.0,9509.0
Total,Females,Doctoral or equivalent level,Germany,87300.0,87800.0,89000.0,89500.0,84871.0,90313.0,95146.0
Total,Females,Doctoral or equivalent level,Denmark,5014.0,4963.0,4883.0,4788.0,4672.0,4747.0,4902.0
Total,Females,Doctoral or equivalent level,Estonia,1598.0,1502.0,1394.0,1341.0,1309.0,1285.0,1276.0
Total,Females,Doctoral or equivalent level,Greece,15197.0,13616.0,14272.0,14856.0,14935.0,16120.0,15899.0
Total,Females,Doctoral or equivalent level,Spain,27623.0,35537.0,42644.0,45345.0,46335.0,47984.0,49034.0
Total,Females,Doctoral or equivalent level,European Union,306545.0,310206.0,317325.0,320602.0,317094.0,328036.0,328224.0
Total,Females,Doctoral or equivalent level,Finland,10292.0,10013.0,9825.0,9715.0,9826.0,9947.0,10219.0
Total,Females,Doctoral or equivalent level,France,31810.0,31264.0,31091.0,31711.0,31226.0,30868.0,31457.0
Total,Females,Doctoral or equivalent level,Croatia,1771.0,1808.0,1945.0,1931.0,2125.0,2229.0,2450.0
Total,Females,Doctoral or equivalent level,Hungary,3686.0,3611.0,3639.0,3665.0,4559.0,4878.0,5168.0
Total,Females,Doctoral or equivalent level,Ireland,4306.0,4316.0,4468.0,4539.0,4753.0,5198.0,5512.0
Total,Females,Doctoral or equivalent level,Iceland,283.0,284.0,375.0,340.0,345.0,389.0,389.0
Total,Females,Doctoral or equivalent level,Italy,16667.0,13974.0,14178.0,14522.0,15350.0,15977.0,18144.0
Total,Females,Doctoral or equivalent level,Liechtenstein,41.0,36.0,40.0,39.0,45.0,53.0,66.0
Total,Females,Doctoral or equivalent level,Lithuania,1604.0,1590.0,1566.0,1544.0,1524.0,1544.0,1509.0
Total,Females,Doctoral or equivalent level,Luxembourg,258.0,271.0,286.0,351.0,386.0,403.0,445.0
Total,Females,Doctoral or equivalent level,Latvia,1380.0,1386.0,1291.0,1192.0,1133.0,1093.0,1075.0
Total,Females,Doctoral or equivalent level,Montenegro,21.0,10.0,21.0,42.0,41.0,52.0,
Total,Females,Doctoral or equivalent level,North Macedonia,216.0,217.0,193.0,212.0,245.0,266.0,359.0
Total,Females,Doctoral or equivalent level,Malta,54.0,121.0,258.0,277.0,315.0,302.0,290.0
Total,Females,Doctoral or equivalent level,Netherlands,7424.0,7406.0,7662.0,7816.0,7952.0,8143.0,
Total,Females,Doctoral or equivalent level,Norway,3984.0,4279.0,4475.0,4744.0,4963.0,5037.0,5260.0
Total,Females,Doctoral or equivalent level,Poland,23612.0,23772.0,22686.0,21519.0,18396.0,16549.0,14303.0
Total,Females,Doctoral or equivalent level,Portugal,10035.0,10270.0,10573.0,10860.0,11284.0,12221.0,12830.0
Total,Females,Doctoral or equivalent level,Romania,8505.0,9289.0,9679.0,10313.0,11210.0,11856.0,11541.0
Total,Females,Doctoral or equivalent level,Serbia,5736.0,6574.0,6608.0,6534.0,6428.0,6582.0,6834.0
Total,Females,Doctoral or equivalent level,Sweden,9847.0,9642.0,9487.0,9191.0,9270.0,9561.0,9816.0
Total,Females,Doctoral or equivalent level,Slovenia,1236.0,1367.0,1520.0,1667.0,1790.0,1907.0,1880.0
Total,Females,Doctoral or equivalent level,Slovakia,3935.0,3515.0,3324.0,3240.0,3168.0,3135.0,3103.0
Total,Females,Doctoral or equivalent level,Turkey,35702.0,37667.0,40487.0,61110.0,66077.0,71749.0,53361.0
Total,Females,Doctoral or equivalent level,United Kingdom,53965.0,54212.0,54051.0,54996.0,,,
Total,Males,Short-cycle tertiary education,Albania,,,,,,3664.0,4223.0
Total,Males,Short-cycle tertiary education,Austria,36124.0,35417.0,35029.0,34502.0,33587.0,34070.0,34034.0
Total,Males,Short-cycle tertiary education,Bosnia and Herzegovina,,,,,,,43.0
Total,Males,Short-cycle tertiary education,Belgium,8956.0,8803.0,8870.0,8636.0,8989.0,10929.0,11886.0
Total,Males,Short-cycle tertiary education,Bulgaria,,,,,,,
Total,Males,Short-cycle tertiary education,Switzerland,1652.0,1455.0,1577.0,1555.0,1415.0,1301.0,1327.0
Total,Males,Short-cycle tertiary education,Cyprus,2206.0,3073.0,3112.0,3229.0,3827.0,2512.0,2132.0
Total,Males,Short-cycle tertiary education,Czechia,365.0,381.0,351.0,363.0,383.0,394.0,383.0
Total,Males,Short-cycle tertiary education,Germany,142.0,111.0,123.0,6154.0,5448.0,5874.0,6200.0
Total,Males,Short-cycle tertiary education,Denmark,18354.0,18908.0,19114.0,19001.0,19079.0,19303.0,19211.0
Total,Males,Short-cycle tertiary education,Estonia,,,,,,,
Total,Males,Short-cycle tertiary education,Greece,,,,,,,
Total,Males,Short-cycle tertiary education,Spain,191549.0,205238.0,216462.0,223189.0,238496.0,269560.0,279631.0
Total,Males,Short-cycle tertiary education,European Union,570249.0,595805.0,617249.0,654374.0,680307.0,733104.0,727505.0
Total,Males,Short-cycle tertiary education,Finland,,,,,,,
Total,Males,Short-cycle tertiary education,France,253532.0,256720.0,263471.0,281692.0,285048.0,296209.0,272352.0
Total,Males,Short-cycle tertiary education,Croatia,16.0,44.0,40.0,48.0,20.0,11.0,7.0
Total,Males,Short-cycle tertiary education,Hungary,4497.0,4891.0,4696.0,4626.0,4657.0,5140.0,5206.0
Total,Males,Short-cycle tertiary education,Ireland,7829.0,9202.0,9769.0,10369.0,10839.0,10900.0,9162.0
Total,Males,Short-cycle tertiary education,Iceland,216.0,296.0,318.0,274.0,319.0,289.0,308.0
Total,Males,Short-cycle tertiary education,Italy,6140.0,8032.0,9726.0,12196.0,14673.0,17032.0,20864.0
Total,Males,Short-cycle tertiary education,Liechtenstein,,,,0.0,0.0,0.0,0.0
Total,Males,Short-cycle tertiary education,Lithuania,,,,,,,
Total,Males,Short-cycle tertiary education,Luxembourg,287.0,335.0,331.0,364.0,379.0,375.0,395.0
Total,Males,Short-cycle tertiary education,Latvia,6135.0,6126.0,5993.0,5630.0,5163.0,5170.0,4919.0
Total,Males,Short-cycle tertiary education,Montenegro,,,,,,,
Total,Males,Short-cycle tertiary education,North Macedonia,,,,,,,
Total,Males,Short-cycle tertiary education,Malta,896.0,555.0,659.0,675.0,796.0,751.0,710.0
