,s_adj,unit,na_item,country,year,quarter,value
5613040,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Estonia,2024,Q3,0.0
5613041,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Greece,2024,Q3,0.3
5613042,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Spain,2024,Q3,0.8
5613044,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Finland,2024,Q3,0.3
5613045,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,France,2024,Q3,0.4
5613046,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Croatia,2024,Q3,0.8
5613047,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Hungary,2024,Q3,-0.7
5613048,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Ireland,2024,Q3,3.5
5613049,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Italy,2024,Q3,0.0
5613050,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Lithuania,2024,Q3,1.2
5613051,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Luxembourg,2024,Q3,0.2
5613052,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Latvia,2024,Q3,-0.2
5613053,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,North Macedonia,2024,Q3,0.7
5613054,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Malta,2024,Q3,0.6
5613055,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Netherlands,2024,Q3,0.8
5613056,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Norway,2024,Q3,
5613057,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Poland,2024,Q3,-0.1
5613058,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Portugal,2024,Q3,0.2
5613059,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Romania,2024,Q3,0.0
5613060,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Serbia,2024,Q3,0.5
5613061,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Sweden,2024,Q3,0.3
5613062,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Slovenia,2024,Q3,0.3
5613063,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Slovakia,2024,Q3,0.3
5613064,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Turkey,2024,Q3,-0.2
