unit,sector,cofog99,country,2018,2019,2020,2021,2022
Million euro,General government,Cultural services,European Union - 27 countries (from 2020),65329.0,67658.0,66876.0,71197.0,74975.0
Million euro,General government,Cultural services,Finland,1166.0,1167.0,1224.0,1349.0,1352.0
Million euro,General government,Cultural services,France,16310.0,17070.0,16212.0,18090.0,18343.0
Million euro,General government,Cultural services,Croatia,369.0,414.0,397.0,423.0,452.0
Million euro,General government,Cultural services,Hungary,1701.0,1664.0,1772.0,1564.0,1840.0
Million euro,General government,Cultural services,Ireland,741.0,767.0,784.0,813.0,897.0
Million euro,General government,Cultural services,Iceland,239.0,233.0,230.0,246.0,291.0
Million euro,General government,Cultural services,Italy,4987.0,4716.0,4932.0,5828.0,5723.0
Million euro,General government,Cultural services,Lithuania,320.0,360.0,450.0,396.0,495.0
Million euro,General government,Cultural services,Luxembourg,326.0,338.0,340.0,362.0,411.0
Million euro,General government,Cultural services,Latvia,316.0,302.0,285.0,325.0,348.0
Million euro,General government,Cultural services,Malta,102.0,92.0,118.0,113.0,150.0
Million euro,General government,Cultural services,Netherlands,3914.0,3925.0,3973.0,4309.0,4649.0
Million euro,General government,Cultural services,Norway,2355.0,2399.0,2341.0,2705.0,2615.0
Million euro,General government,Cultural services,Poland,3874.0,3887.0,3543.0,3280.0,3605.0
Million euro,General government,Cultural services,Portugal,522.0,574.0,604.0,729.0,749.0
Million euro,General government,Cultural services,Romania,739.0,848.0,817.0,800.0,956.0
Million euro,General government,Cultural services,Sweden,2567.0,2617.0,2888.0,3377.0,2900.0
Million euro,General government,Cultural services,Slovenia,297.0,310.0,313.0,376.0,390.0
Million euro,General government,Cultural services,Slovakia,519.0,526.0,472.0,475.0,540.0
Million euro,General government,Broadcasting and publishing services,Austria,1105.0,1095.0,1086.0,1224.0,1268.0
Million euro,General government,Broadcasting and publishing services,Belgium,942.0,941.0,901.0,969.0,1044.0
Million euro,General government,Broadcasting and publishing services,Bulgaria,58.0,67.0,66.0,101.0,81.0
Million euro,General government,Broadcasting and publishing services,Switzerland,1295.0,1282.0,1343.0,1554.0,1481.0
Million euro,General government,Broadcasting and publishing services,Cyprus,40.0,44.0,37.0,43.0,46.0
Million euro,General government,Broadcasting and publishing services,Czechia,374.0,389.0,352.0,375.0,405.0
Million euro,General government,Broadcasting and publishing services,Germany,10292.0,10182.0,10272.0,10913.0,11178.0
Million euro,General government,Broadcasting and publishing services,Denmark,627.0,654.0,660.0,659.0,738.0
Million euro,General government,Broadcasting and publishing services,Euro area - 19 countries  (2015-2022),24507.0,24738.0,24538.0,25938.0,27468.0
Million euro,General government,Broadcasting and publishing services,Euro area – 20 countries (from 2023),24676.0,24910.0,24713.0,26131.0,27662.0
Million euro,General government,Broadcasting and publishing services,Estonia,53.0,55.0,54.0,56.0,60.0
Million euro,General government,Broadcasting and publishing services,Greece,168.0,171.0,190.0,218.0,257.0
Million euro,General government,Broadcasting and publishing services,Spain,2379.0,2461.0,2432.0,2662.0,2708.0
Million euro,General government,Broadcasting and publishing services,European Union - 27 countries (from 2020),27497.0,28285.0,28185.0,29874.0,31509.0
Million euro,General government,Broadcasting and publishing services,Finland,627.0,600.0,623.0,623.0,639.0
Million euro,General government,Broadcasting and publishing services,France,3536.0,3479.0,3405.0,3460.0,4178.0
Million euro,General government,Broadcasting and publishing services,Croatia,169.0,171.0,174.0,193.0,194.0
Million euro,General government,Broadcasting and publishing services,Hungary,464.0,454.0,492.0,528.0,537.0
Million euro,General government,Broadcasting and publishing services,Ireland,641.0,637.0,654.0,657.0,720.0
Million euro,General government,Broadcasting and publishing services,Iceland,50.0,51.0,46.0,48.0,55.0
Million euro,General government,Broadcasting and publishing services,Italy,2746.0,3094.0,2822.0,3007.0,3126.0
Million euro,General government,Broadcasting and publishing services,Lithuania,54.0,56.0,61.0,65.0,72.0
Million euro,General government,Broadcasting and publishing services,Luxembourg,55.0,56.0,63.0,71.0,70.0
Million euro,General government,Broadcasting and publishing services,Latvia,47.0,45.0,48.0,68.0,47.0
Million euro,General government,Broadcasting and publishing services,Malta,7.0,7.0,8.0,8.0,9.0
Million euro,General government,Broadcasting and publishing services,Netherlands,1263.0,1216.0,1317.0,1259.0,1433.0
Million euro,General government,Broadcasting and publishing services,Norway,542.0,558.0,616.0,657.0,704.0
Million euro,General government,Broadcasting and publishing services,Poland,237.0,750.0,808.0,928.0,947.0
Million euro,General government,Broadcasting and publishing services,Portugal,249.0,234.0,232.0,244.0,252.0
Million euro,General government,Broadcasting and publishing services,Romania,182.0,158.0,161.0,156.0,174.0
Million euro,General government,Broadcasting and publishing services,Sweden,876.0,902.0,930.0,991.0,962.0
Million euro,General government,Broadcasting and publishing services,Slovenia,132.0,140.0,136.0,146.0,148.0
Million euro,General government,Broadcasting and publishing services,Slovakia,165.0,219.0,192.0,241.0,207.0
Million euro,General government,Education,Austria,18410.0,19085.0,19356.0,20056.0,21339.0
Million euro,General government,Education,Belgium,28571.0,29333.0,30227.0,31450.0,34726.0
Million euro,General government,Education,Bulgaria,1981.0,2342.0,2418.0,3067.0,3333.0
Million euro,General government,Education,Switzerland,33254.0,35703.0,37973.0,38419.0,42395.0
Million euro,General government,Education,Cyprus,1089.0,1193.0,1263.0,1323.0,1418.0
Million euro,General government,Education,Czechia,9639.0,10956.0,10930.0,12038.0,13609.0
Million euro,General government,Education,Germany,143596.0,151913.0,158086.0,164367.0,174071.0
Million euro,General government,Education,Denmark,19329.0,19590.0,19480.0,20200.0,20207.0
Million euro,General government,Education,Euro area - 19 countries  (2015-2022),528438.0,547912.0,558394.0,585119.0,622309.0
Million euro,General government,Education,Euro area – 20 countries (from 2023),530895.0,550640.0,561170.0,588131.0,625572.0
Million euro,General government,Education,Estonia,1608.0,1698.0,1759.0,1848.0,2094.0
Million euro,General government,Education,Greece,7354.0,7314.0,7448.0,7479.0,7835.0
Million euro,General government,Education,Spain,47766.0,50054.0,51998.0,55890.0,58598.0
Million euro,General government,Education,European Union - 27 countries (from 2020),635596.0,661498.0,672769.0,706755.0,749994.0
Million euro,General government,Education,Finland,12954.0,13458.0,13938.0,14297.0,14888.0
Million euro,General government,Education,France,125777.0,127926.0,125274.0,131700.0,137847.0
Million euro,General government,Education,Croatia,2456.0,2728.0,2776.0,3012.0,3263.0
Million euro,General government,Education,Hungary,6813.0,6873.0,6568.0,7682.0,8548.0
Million euro,General government,Education,Ireland,10384.0,11406.0,11984.0,12473.0,13479.0
Million euro,General government,Education,Iceland,1556.0,1542.0,1534.0,1664.0,1890.0
Million euro,General government,Education,Italy,69533.0,70073.0,70765.0,73764.0,79000.0
Million euro,General government,Education,Lithuania,2060.0,2253.0,2582.0,2682.0,3303.0
Million euro,General government,Education,Luxembourg,2761.0,3001.0,3223.0,3404.0,3646.0
Million euro,General government,Education,Latvia,1698.0,1755.0,1749.0,1916.0,2062.0
Million euro,General government,Education,Malta,642.0,712.0,753.0,823.0,872.0
Million euro,General government,Education,Netherlands,39138.0,40539.0,41701.0,44198.0,48426.0
Million euro,General government,Education,Norway,19977.0,20278.0,18827.0,20494.0,21941.0
Million euro,General government,Education,Poland,24875.0,26731.0,26919.0,28383.0,30275.0
Million euro,General government,Education,Portugal,9102.0,9580.0,9486.0,10136.0,10516.0
Million euro,General government,Education,Romania,6468.0,8134.0,8061.0,7812.0,9187.0
Million euro,General government,Education,Sweden,35592.0,36230.0,37220.0,39439.0,39260.0
Million euro,General government,Education,Slovenia,2467.0,2607.0,2641.0,3036.0,3217.0
Million euro,General government,Education,Slovakia,3523.0,4007.0,4156.0,4270.0,4966.0
Million euro,General government,Pre-primary and primary education,Austria,5550.0,5782.0,5980.0,6183.0,6641.0
Million euro,General government,Pre-primary and primary education,Belgium,9302.0,9567.0,9761.0,10169.0,11124.0
Million euro,General government,Pre-primary and primary education,Bulgaria,409.0,477.0,454.0,574.0,660.0
Million euro,General government,Pre-primary and primary education,Switzerland,7334.0,7949.0,8503.0,8682.0,9642.0
Million euro,General government,Pre-primary and primary education,Cyprus,339.0,387.0,430.0,441.0,474.0
Million euro,General government,Pre-primary and primary education,Czechia,2280.0,2573.0,2714.0,3064.0,3433.0
Million euro,General government,Pre-primary and primary education,Germany,44814.0,48331.0,51566.0,54468.0,55913.0
Million euro,General government,Pre-primary and primary education,Denmark,8808.0,8891.0,9122.0,9369.0,9605.0
Million euro,General government,Pre-primary and primary education,Euro area - 19 countries  (2015-2022),166570.0,174307.0,180842.0,189152.0,198749.0
Million euro,General government,Pre-primary and primary education,Euro area – 20 countries (from 2023),167799.0,175685.0,182191.0,190687.0,200459.0
Million euro,General government,Pre-primary and primary education,Estonia,609.0,682.0,727.0,741.0,852.0
Million euro,General government,Pre-primary and primary education,Greece,2327.0,2332.0,2381.0,2385.0,2410.0
Million euro,General government,Pre-primary and primary education,Spain,18657.0,19629.0,20290.0,21470.0,22484.0
Million euro,General government,Pre-primary and primary education,European Union - 27 countries (from 2020),215721.0,226446.0,234429.0,245372.0,257025.0
Million euro,General government,Pre-primary and primary education,Finland,2771.0,2967.0,3086.0,3218.0,3323.0
Million euro,General government,Pre-primary and primary education,France,33167.0,33985.0,33883.0,35053.0,36874.0
Million euro,General government,Pre-primary and primary education,Croatia,1229.0,1377.0,1348.0,1535.0,1709.0
Million euro,General government,Pre-primary and primary education,Hungary,1720.0,1760.0,1615.0,1772.0,1759.0
Million euro,General government,Pre-primary and primary education,Ireland,4215.0,4729.0,4723.0,4944.0,5314.0
Million euro,General government,Pre-primary and primary education,Iceland,711.0,694.0,663.0,742.0,866.0
Million euro,General government,Pre-primary and primary education,Italy,25557.0,25589.0,26824.0,27686.0,29051.0
Million euro,General government,Pre-primary and primary education,Lithuania,412.0,465.0,515.0,581.0,710.0
Million euro,General government,Pre-primary and primary education,Luxembourg,979.0,1094.0,1178.0,1224.0,1299.0
Million euro,General government,Pre-primary and primary education,Latvia,684.0,693.0,696.0,747.0,794.0
Million euro,General government,Pre-primary and primary education,Malta,169.0,179.0,193.0,214.0,211.0
Million euro,General government,Pre-primary and primary education,Netherlands,11869.0,12433.0,12974.0,13513.0,14785.0
Million euro,General government,Pre-primary and primary education,Norway,8764.0,8898.0,8278.0,9089.0,9481.0
Million euro,General government,Pre-primary and primary education,Poland,10464.0,11898.0,12632.0,13231.0,13990.0
Million euro,General government,Pre-primary and primary education,Portugal,3226.0,3313.0,3450.0,3727.0,3833.0
Million euro,General government,Pre-primary and primary education,Romania,1460.0,1882.0,1955.0,1835.0,2209.0
Million euro,General government,Pre-primary and primary education,Sweden,22779.0,23276.0,23741.0,24837.0,24907.0
Million euro,General government,Pre-primary and primary education,Slovenia,938.0,1003.0,1001.0,1160.0,1216.0
Million euro,General government,Pre-primary and primary education,Slovakia,979.0,1141.0,1178.0,1222.0,1437.0
Million euro,General government,Secondary education,Austria,7951.0,8073.0,7998.0,8234.0,8630.0
Million euro,General government,Secondary education,Belgium,10973.0,11348.0,11612.0,11955.0,13161.0
Million euro,General government,Secondary education,Bulgaria,1053.0,1232.0,1299.0,1617.0,1736.0
Million euro,General government,Secondary education,Switzerland,9929.0,10411.0,10911.0,11091.0,12300.0
Million euro,General government,Secondary education,Cyprus,392.0,418.0,447.0,452.0,483.0
Million euro,General government,Secondary education,Czechia,4243.0,4952.0,4989.0,5527.0,6219.0
Million euro,General government,Secondary education,Germany,52460.0,55333.0,57752.0,60037.0,61873.0
