,coicop,country,year,month,value
4478892,"Alcoholic beverages, tobacco and narcotics",Serbia,2018,02,5.9 d
4478893,"Alcoholic beverages, tobacco and narcotics",Sweden,2018,02,1.1
4478894,"Alcoholic beverages, tobacco and narcotics",Slovenia,2018,02,1.9
4478895,"Alcoholic beverages, tobacco and narcotics",Slovakia,2018,02,1.5
4478900,Alcoholic beverages,Albania,2018,02,1.1 d
4478901,Alcoholic beverages,Austria,2018,02,0.4
4478902,Alcoholic beverages,Belgium,2018,02,2.6
4478903,Alcoholic beverages,Bulgaria,2018,02,-0.1
4478904,Alcoholic beverages,Switzerland,2018,02,0.1
4478905,Alcoholic beverages,Cyprus,2018,02,-4.2
4478907,Alcoholic beverages,Germany,2018,02,1.2
4478908,Alcoholic beverages,Denmark,2018,02,2.5
4478912,Alcoholic beverages,Estonia,2018,02,12.5
4478914,Alcoholic beverages,Greece,2018,02,-0.1
4478915,Alcoholic beverages,Spain,2018,02,2.4
4478919,Alcoholic beverages,Finland,2018,02,4.4
4478920,Alcoholic beverages,France,2018,02,0.7
4478921,Alcoholic beverages,Croatia,2018,02,0.9
4478922,Alcoholic beverages,Hungary,2018,02,3.4
4478923,Alcoholic beverages,Ireland,2018,02,-0.8
4478924,Alcoholic beverages,Iceland,2018,02,0.7
4478925,Alcoholic beverages,Italy,2018,02,2.3
4478926,Alcoholic beverages,Lithuania,2018,02,13.6
4478927,Alcoholic beverages,Luxembourg,2018,02,0.0
4478928,Alcoholic beverages,Latvia,2018,02,-1.4
4478929,Alcoholic beverages,Montenegro,2018,02,2.0 d
4478930,Alcoholic beverages,North Macedonia,2018,02,-0.5 d
4478931,Alcoholic beverages,Malta,2018,02,2.8
4478932,Alcoholic beverages,Netherlands,2018,02,1.5
4478933,Alcoholic beverages,Norway,2018,02,0.9
4478934,Alcoholic beverages,Poland,2018,02,0.4
4478935,Alcoholic beverages,Portugal,2018,02,-1.4
4478936,Alcoholic beverages,Romania,2018,02,1.3
4478937,Alcoholic beverages,Serbia,2018,02,0.8 d
4478938,Alcoholic beverages,Sweden,2018,02,0.7
4478939,Alcoholic beverages,Slovenia,2018,02,2.1
4478940,Alcoholic beverages,Slovakia,2018,02,0.1
4483518,Health,Albania,2018,02,0.2 d
4483519,Health,Austria,2018,02,2.3
4483520,Health,Belgium,2018,02,2.3
4483521,Health,Bulgaria,2018,02,0.3
4483522,Health,Switzerland,2018,02,-1.0
4483523,Health,Cyprus,2018,02,0.8
4483525,Health,Germany,2018,02,1.1
4483526,Health,Denmark,2018,02,0.5
4483530,Health,Estonia,2018,02,3.0
4483532,Health,Greece,2018,02,0.1
4483533,Health,Spain,2018,02,0.2
4483537,Health,Finland,2018,02,1.5
4483538,Health,France,2018,02,0.4
4483539,Health,Croatia,2018,02,0.3
4483540,Health,Hungary,2018,02,3.4
4483541,Health,Ireland,2018,02,0.0
4483542,Health,Iceland,2018,02,2.4
4483543,Health,Italy,2018,02,0.5
4483544,Health,Lithuania,2018,02,0.5
4483545,Health,Luxembourg,2018,02,-0.9
4483546,Health,Latvia,2018,02,4.0
4483547,Health,Montenegro,2018,02,0.7 d
4483548,Health,North Macedonia,2018,02,0.2 d
4483549,Health,Malta,2018,02,1.9
4483550,Health,Netherlands,2018,02,1.1
4483551,Health,Norway,2018,02,1.2
4483552,Health,Poland,2018,02,1.9
4483553,Health,Portugal,2018,02,1.0
4483554,Health,Romania,2018,02,1.1
4483555,Health,Serbia,2018,02,1.4 d
4483556,Health,Sweden,2018,02,0.2
4483557,Health,Slovenia,2018,02,0.9
4483558,Health,Slovakia,2018,02,-0.3
4483563,"Medical products, appliances and equipment",Albania,2018,02,0.8 d
4483564,"Medical products, appliances and equipment",Austria,2018,02,0.0
4483565,"Medical products, appliances and equipment",Belgium,2018,02,2.3
4483566,"Medical products, appliances and equipment",Bulgaria,2018,02,0.2
4483567,"Medical products, appliances and equipment",Switzerland,2018,02,-0.4
4483568,"Medical products, appliances and equipment",Cyprus,2018,02,0.0
4483570,"Medical products, appliances and equipment",Germany,2018,02,1.4
4483571,"Medical products, appliances and equipment",Denmark,2018,02,-1.2
4483575,"Medical products, appliances and equipment",Estonia,2018,02,0.3
4483577,"Medical products, appliances and equipment",Greece,2018,02,0.7
4483578,"Medical products, appliances and equipment",Spain,2018,02,-1.0
4483582,"Medical products, appliances and equipment",Finland,2018,02,-0.9
4483583,"Medical products, appliances and equipment",France,2018,02,-1.3
4483584,"Medical products, appliances and equipment",Croatia,2018,02,0.0
4483585,"Medical products, appliances and equipment",Hungary,2018,02,2.8
4483586,"Medical products, appliances and equipment",Ireland,2018,02,-3.5
4483587,"Medical products, appliances and equipment",Iceland,2018,02,0.0
4483588,"Medical products, appliances and equipment",Italy,2018,02,0.2
4483589,"Medical products, appliances and equipment",Lithuania,2018,02,-2.9
4483590,"Medical products, appliances and equipment",Luxembourg,2018,02,0.0
4483591,"Medical products, appliances and equipment",Latvia,2018,02,2.5
4483592,"Medical products, appliances and equipment",Montenegro,2018,02,1.1 d
4483593,"Medical products, appliances and equipment",North Macedonia,2018,02,-1.2 d
4483594,"Medical products, appliances and equipment",Malta,2018,02,0.1
4483595,"Medical products, appliances and equipment",Netherlands,2018,02,1.9
4483596,"Medical products, appliances and equipment",Norway,2018,02,1.5
4483597,"Medical products, appliances and equipment",Poland,2018,02,0.9
4483598,"Medical products, appliances and equipment",Portugal,2018,02,2.8
4483599,"Medical products, appliances and equipment",Romania,2018,02,0.2
4483600,"Medical products, appliances and equipment",Serbia,2018,02,1.2 d
4483601,"Medical products, appliances and equipment",Sweden,2018,02,0.6
4483602,"Medical products, appliances and equipment",Slovenia,2018,02,-0.1
4483603,"Medical products, appliances and equipment",Slovakia,2018,02,-1.3
4484394,Transport,Albania,2018,02,2.4 d
4484395,Transport,Austria,2018,02,1.4
4484396,Transport,Belgium,2018,02,1.9
4484397,Transport,Bulgaria,2018,02,0.2
4484398,Transport,Switzerland,2018,02,0.8
4484399,Transport,Cyprus,2018,02,3.8
4484401,Transport,Germany,2018,02,1.2
4484402,Transport,Denmark,2018,02,0.0
4484406,Transport,Estonia,2018,02,0.3
4484408,Transport,Greece,2018,02,2.7
4484409,Transport,Spain,2018,02,1.1
4484413,Transport,Finland,2018,02,-1.7
4484414,Transport,France,2018,02,2.6
4484415,Transport,Croatia,2018,02,0.3
4484416,Transport,Hungary,2018,02,-0.7
4484417,Transport,Ireland,2018,02,0.7
4484418,Transport,Iceland,2018,02,-5.3
4484419,Transport,Italy,2018,02,1.7
4484420,Transport,Lithuania,2018,02,2.4
4484421,Transport,Luxembourg,2018,02,0.7
4484422,Transport,Latvia,2018,02,2.3
4484423,Transport,Montenegro,2018,02,3.4 d
4484424,Transport,North Macedonia,2018,02,8.0 d
4484425,Transport,Malta,2018,02,-0.1
4484426,Transport,Netherlands,2018,02,0.3
4484427,Transport,Norway,2018,02,3.5
4484428,Transport,Poland,2018,02,-0.9
4484429,Transport,Portugal,2018,02,1.1
4484430,Transport,Romania,2018,02,5.0
4484431,Transport,Serbia,2018,02,-0.4 d
4484432,Transport,Sweden,2018,02,0.5
4484433,Transport,Slovenia,2018,02,0.8
4484434,Transport,Slovakia,2018,02,2.4
4484946,Fuels and lubricants for personal transport equipment,Albania,2018,02,2.6 d
4484947,Fuels and lubricants for personal transport equipment,Austria,2018,02,0.9
4484948,Fuels and lubricants for personal transport equipment,Belgium,2018,02,2.5
4484949,Fuels and lubricants for personal transport equipment,Bulgaria,2018,02,3.5
4484950,Fuels and lubricants for personal transport equipment,Switzerland,2018,02,3.4
4484951,Fuels and lubricants for personal transport equipment,Cyprus,2018,02,0.3
4484953,Fuels and lubricants for personal transport equipment,Germany,2018,02,-0.6
4484954,Fuels and lubricants for personal transport equipment,Denmark,2018,02,-2.0
4484958,Fuels and lubricants for personal transport equipment,Estonia,2018,02,6.0
4484960,Fuels and lubricants for personal transport equipment,Greece,2018,02,-0.2
4484961,Fuels and lubricants for personal transport equipment,Spain,2018,02,0.7
4484965,Fuels and lubricants for personal transport equipment,Finland,2018,02,-3.5
4484966,Fuels and lubricants for personal transport equipment,France,2018,02,6.5
4484967,Fuels and lubricants for personal transport equipment,Croatia,2018,02,0.7
4484968,Fuels and lubricants for personal transport equipment,Hungary,2018,02,-2.0
4484969,Fuels and lubricants for personal transport equipment,Ireland,2018,02,0.2
4484970,Fuels and lubricants for personal transport equipment,Iceland,2018,02,2.3
4484971,Fuels and lubricants for personal transport equipment,Italy,2018,02,2.3
4484972,Fuels and lubricants for personal transport equipment,Lithuania,2018,02,1.4
4484973,Fuels and lubricants for personal transport equipment,Luxembourg,2018,02,-0.1
4484974,Fuels and lubricants for personal transport equipment,Latvia,2018,02,5.2
4484975,Fuels and lubricants for personal transport equipment,Montenegro,2018,02,4.9 d
4484976,Fuels and lubricants for personal transport equipment,North Macedonia,2018,02,3.6 d
4484977,Fuels and lubricants for personal transport equipment,Malta,2018,02,0.0
4484978,Fuels and lubricants for personal transport equipment,Netherlands,2018,02,-0.7
4484979,Fuels and lubricants for personal transport equipment,Norway,2018,02,3.3
4484980,Fuels and lubricants for personal transport equipment,Poland,2018,02,-2.9
4484981,Fuels and lubricants for personal transport equipment,Portugal,2018,02,1.0
4484982,Fuels and lubricants for personal transport equipment,Romania,2018,02,7.8
4484983,Fuels and lubricants for personal transport equipment,Serbia,2018,02,0.7 d
4484984,Fuels and lubricants for personal transport equipment,Sweden,2018,02,0.9
4484985,Fuels and lubricants for personal transport equipment,Slovenia,2018,02,3.0
4484986,Fuels and lubricants for personal transport equipment,Slovakia,2018,02,-0.1
4485929,Communications,Albania,2018,02,0.9 d
4485930,Communications,Austria,2018,02,-3.1
4485931,Communications,Belgium,2018,02,0.4
4485932,Communications,Bulgaria,2018,02,1.5
4485933,Communications,Switzerland,2018,02,-1.1
4485934,Communications,Cyprus,2018,02,-0.7
4485936,Communications,Germany,2018,02,-0.7
4485937,Communications,Denmark,2018,02,-1.6
4485941,Communications,Estonia,2018,02,-5.6
4485943,Communications,Greece,2018,02,-0.1
4485944,Communications,Spain,2018,02,2.4
4485948,Communications,Finland,2018,02,-1.4
4485949,Communications,France,2018,02,-1.7
4485950,Communications,Croatia,2018,02,-0.7
4485951,Communications,Hungary,2018,02,-6.0
4485952,Communications,Ireland,2018,02,0.5
4485953,Communications,Iceland,2018,02,-7.4
4485954,Communications,Italy,2018,02,-2.2
4485955,Communications,Lithuania,2018,02,-2.0
4485956,Communications,Luxembourg,2018,02,-1.7
4485957,Communications,Latvia,2018,02,0.7
4485958,Communications,Montenegro,2018,02,1.8 d
4485959,Communications,North Macedonia,2018,02,7.2 d
4485960,Communications,Malta,2018,02,0.1
4485961,Communications,Netherlands,2018,02,-8.3
4485962,Communications,Norway,2018,02,0.4
4485963,Communications,Poland,2018,02,0.3
4485964,Communications,Portugal,2018,02,0.8
4485965,Communications,Romania,2018,02,2.6
4485966,Communications,Serbia,2018,02,4.4 d
4485967,Communications,Sweden,2018,02,-0.4
4485968,Communications,Slovenia,2018,02,-1.7
4485969,Communications,Slovakia,2018,02,0.0
4489263,Education,Albania,2018,02,0.9 d
4489264,Education,Austria,2018,02,1.6
4489265,Education,Belgium,2018,02,1.7
4489266,Education,Bulgaria,2018,02,3.2
4489267,Education,Switzerland,2018,02,1.4
4489268,Education,Cyprus,2018,02,1.1
4489270,Education,Germany,2018,02,2.4
4489271,Education,Denmark,2018,02,2.7
4489275,Education,Estonia,2018,02,-4.9
4489277,Education,Greece,2018,02,0.2
4489278,Education,Spain,2018,02,0.7
4489282,Education,Finland,2018,02,1.8
4489283,Education,France,2018,02,1.7
4489284,Education,Croatia,2018,02,0.3
4489285,Education,Hungary,2018,02,2.3
4489286,Education,Ireland,2018,02,1.6
4489287,Education,Iceland,2018,02,-0.4
4489288,Education,Italy,2018,02,-16.1
4489289,Education,Lithuania,2018,02,2.4
4489290,Education,Luxembourg,2018,02,1.4
4489291,Education,Latvia,2018,02,-0.5
4489292,Education,Montenegro,2018,02,0.0 d
4489293,Education,North Macedonia,2018,02,0.0 d
4489294,Education,Malta,2018,02,0.5
4489295,Education,Netherlands,2018,02,1.2
4489296,Education,Norway,2018,02,6.0
4489297,Education,Poland,2018,02,2.1
4489298,Education,Portugal,2018,02,1.2
4489299,Education,Romania,2018,02,2.9
4489300,Education,Serbia,2018,02,0.6 d
4489301,Education,Sweden,2018,02,4.1
4489302,Education,Slovenia,2018,02,3.3
4489303,Education,Slovakia,2018,02,1.0
4489534,Restaurants and hotels,Albania,2018,02,-0.1 d
4489535,Restaurants and hotels,Austria,2018,02,2.8
4489536,Restaurants and hotels,Belgium,2018,02,3.0
4489537,Restaurants and hotels,Bulgaria,2018,02,3.1
4489538,Restaurants and hotels,Switzerland,2018,02,0.3
4489539,Restaurants and hotels,Cyprus,2018,02,1.5
4489541,Restaurants and hotels,Germany,2018,02,2.2
4489542,Restaurants and hotels,Denmark,2018,02,2.2
4489546,Restaurants and hotels,Estonia,2018,02,4.9
4489548,Restaurants and hotels,Greece,2018,02,2.1
4489549,Restaurants and hotels,Spain,2018,02,2.2
4489553,Restaurants and hotels,Finland,2018,02,2.2
4489554,Restaurants and hotels,France,2018,02,1.1
4489555,Restaurants and hotels,Croatia,2018,02,2.6
4489556,Restaurants and hotels,Hungary,2018,02,4.0
4489557,Restaurants and hotels,Ireland,2018,02,2.3
4489558,Restaurants and hotels,Iceland,2018,02,2.9
4489559,Restaurants and hotels,Italy,2018,02,1.2
4489560,Restaurants and hotels,Lithuania,2018,02,6.1
4489561,Restaurants and hotels,Luxembourg,2018,02,1.8
4489562,Restaurants and hotels,Latvia,2018,02,2.0
4489563,Restaurants and hotels,Montenegro,2018,02,6.3 d
4489564,Restaurants and hotels,North Macedonia,2018,02,2.2 d
4489565,Restaurants and hotels,Malta,2018,02,2.2
4489566,Restaurants and hotels,Netherlands,2018,02,3.6
4489567,Restaurants and hotels,Norway,2018,02,2.0
4489568,Restaurants and hotels,Poland,2018,02,2.8
4489569,Restaurants and hotels,Portugal,2018,02,2.5
4489570,Restaurants and hotels,Romania,2018,02,2.8
4489571,Restaurants and hotels,Serbia,2018,02,1.3 d
4489572,Restaurants and hotels,Sweden,2018,02,3.2
4489573,Restaurants and hotels,Slovenia,2018,02,2.8
4489574,Restaurants and hotels,Slovakia,2018,02,2.7
4489791,Accommodation services,Albania,2018,02,-0.4 d
4489792,Accommodation services,Austria,2018,02,2.3
4489793,Accommodation services,Belgium,2018,02,9.6
4489794,Accommodation services,Bulgaria,2018,02,2.5
4489795,Accommodation services,Switzerland,2018,02,0.1
4489796,Accommodation services,Cyprus,2018,02,3.8
4489798,Accommodation services,Germany,2018,02,2.3
4489799,Accommodation services,Denmark,2018,02,2.4
4489803,Accommodation services,Estonia,2018,02,4.1
4489805,Accommodation services,Greece,2018,02,8.5
4489806,Accommodation services,Spain,2018,02,4.5
4489810,Accommodation services,Finland,2018,02,4.3
4489811,Accommodation services,France,2018,02,0.0
4489812,Accommodation services,Croatia,2018,02,1.6
4489813,Accommodation services,Hungary,2018,02,4.3
4489814,Accommodation services,Ireland,2018,02,4.4
4489815,Accommodation services,Iceland,2018,02,2.9
4489816,Accommodation services,Italy,2018,02,1.0
4489817,Accommodation services,Lithuania,2018,02,1.7
4489818,Accommodation services,Luxembourg,2018,02,0.4
4489819,Accommodation services,Latvia,2018,02,1.2
4489820,Accommodation services,Montenegro,2018,02,11.3 d
4489821,Accommodation services,North Macedonia,2018,02,7.6 d
4489822,Accommodation services,Malta,2018,02,0.5
4489823,Accommodation services,Netherlands,2018,02,9.7
4489824,Accommodation services,Norway,2018,02,-0.6
4489825,Accommodation services,Poland,2018,02,2.0
4489826,Accommodation services,Portugal,2018,02,4.0
4489827,Accommodation services,Romania,2018,02,2.8
4489828,Accommodation services,Serbia,2018,02,-0.9 d
4489829,Accommodation services,Sweden,2018,02,2.5
4489830,Accommodation services,Slovenia,2018,02,3.1
4489831,Accommodation services,Slovakia,2018,02,2.0
4493458,All-items HICP,Albania,2018,03,1.4 d
4493459,All-items HICP,Austria,2018,03,2.0
4493460,All-items HICP,Belgium,2018,03,1.5
4493461,All-items HICP,Bulgaria,2018,03,1.9
4493462,All-items HICP,Switzerland,2018,03,0.7
4493463,All-items HICP,Cyprus,2018,03,-0.4
4493465,All-items HICP,Germany,2018,03,1.7
4493466,All-items HICP,Denmark,2018,03,0.4
4493470,All-items HICP,Estonia,2018,03,2.9
4493472,All-items HICP,Greece,2018,03,0.2
4493473,All-items HICP,Spain,2018,03,1.3
4493477,All-items HICP,Finland,2018,03,0.9
4493478,All-items HICP,France,2018,03,1.7
4493479,All-items HICP,Croatia,2018,03,1.2
4493480,All-items HICP,Hungary,2018,03,2.0
4493481,All-items HICP,Ireland,2018,03,0.5
4493482,All-items HICP,Iceland,2018,03,0.3
4493483,All-items HICP,Italy,2018,03,0.9
4493484,All-items HICP,Lithuania,2018,03,2.5
4493485,All-items HICP,Luxembourg,2018,03,1.1
4493486,All-items HICP,Latvia,2018,03,2.3
4493487,All-items HICP,Montenegro,2018,03,3.6 d
4493488,All-items HICP,North Macedonia,2018,03,2.6 d
4493489,All-items HICP,Malta,2018,03,1.3
4493490,All-items HICP,Netherlands,2018,03,1.0
4493491,All-items HICP,Norway,2018,03,2.2
4493492,All-items HICP,Poland,2018,03,0.7
4493493,All-items HICP,Portugal,2018,03,0.8
4493494,All-items HICP,Romania,2018,03,4.0
4493495,All-items HICP,Serbia,2018,03,1.4 d
4493496,All-items HICP,Sweden,2018,03,2.0
4493497,All-items HICP,Slovenia,2018,03,1.5
4493498,All-items HICP,Slovakia,2018,03,2.5
4493503,Food and non-alcoholic beverages,Albania,2018,03,2.5 d
4493504,Food and non-alcoholic beverages,Austria,2018,03,1.8
4493505,Food and non-alcoholic beverages,Belgium,2018,03,1.7
4493506,Food and non-alcoholic beverages,Bulgaria,2018,03,0.9
4493507,Food and non-alcoholic beverages,Switzerland,2018,03,1.2
4493508,Food and non-alcoholic beverages,Cyprus,2018,03,-2.0
4493510,Food and non-alcoholic beverages,Germany,2018,03,2.7
4493511,Food and non-alcoholic beverages,Denmark,2018,03,1.0
4493515,Food and non-alcoholic beverages,Estonia,2018,03,3.9
4493517,Food and non-alcoholic beverages,Greece,2018,03,-0.8
4493518,Food and non-alcoholic beverages,Spain,2018,03,1.4
4493522,Food and non-alcoholic beverages,Finland,2018,03,2.5
4493523,Food and non-alcoholic beverages,France,2018,03,1.6
4493524,Food and non-alcoholic beverages,Croatia,2018,03,0.9
4493525,Food and non-alcoholic beverages,Hungary,2018,03,4.0
4493526,Food and non-alcoholic beverages,Ireland,2018,03,-1.9
4493527,Food and non-alcoholic beverages,Iceland,2018,03,0.9
